Customer - Street,Customer - city,Customer - ZIP,Customer - Name,Customer - Last name,Customer - Phone Number,Customer - Email,Customer - ID,Transaction - Date,Transaction - Product,Transaction - Category,Transaction - value
ul. Słowicza 14,Opole,45-650,Fryderyk,Dudek,72 842 95 85,FryderykDudek@dayrep.com,54772467599,21/10/18,0OIMQD,Swimsuit,63
ul. Ślężna 102,Wrocław,53-302,Jurek,Wiśniewski,53 818 73 52,JurekWisniewski@rhyta.com,6633223299,18/04/18,HMM35N,T-shirt,178
ul. Wyspiańskiego Stanisława 104,Zielona Góra,65-178,Edyta,Sokołowska,72 440 56 02,EdytaSokolowska@dayrep.com,96301744999,06/06/18,NAX9ZS,T-shirt,59
ul. Zabielska 144,Radzyń Podlaski,21-315,Radomił,Czerwinski,88 951 77 65,RadomilCzerwinski@jourrapide.com,72883553999,23/11/17,OZ1Y5E,Dress,119
ul. Majora pilota Michałowskiego Jana 84,Białystok,15-326,Ela,Piotrowska,78 678 64 63,ElaPiotrowska@cuvox.de,67590402399,13/03/18,O3O8M3,Shorts,98
ul. Okrężna 11,Koszalin,75-736,Jerzy,Król,51 674 61 52,JerzyKrol@gustr.com,31768561399,10/04/19,F3HZW0,Jacket,63
ul. Fliegera Stanisława 10,Katowice,40-060,Celestyn,Piotrowski,72 350 66 99,CelestynPiotrowski@rhyta.com,3526770299,07/12/18,QZOTNJ,Shoes,62
ul. Snycerska 104,Łódź,91-302,Krzysztof,Rutkowski,69 821 73 82,KrzysztofRutkowski@einrot.com,30493512699,18/06/18,UA3Y1B,T-shirt,68
ul. Marcina 86,Katowice,40-854,Bratumił,Symanski,51 998 00 02,BratumilSymanski@fleckens.hu,77960066799,26/10/19,6GY39Z,Jeans,111
ul. Mireckiego Józefa 53,Koszalin,75-506,Izolda,Ostrowska,60 490 13 19,IzoldaOstrowska@teleworm.us,25725273899,14/01/19,P6E0WB,Bra,88
ul. Kielecka 128,Gdynia,81-650,Łucja,Grabowska,51 204 14 76,LucjaGrabowska@gustr.com,33933051699,15/09/19,52P3TI,Jeans,278
ul. Warnawska 134,Szczecin,71-754,Radosława,Kamińska,53 922 04 51,RadoslawaKaminska@dayrep.com,13647229899,15/01/17,DAEITW,Shoes,235
ul. Wierzbięcice 72,Poznań,61-547,Anastazja,Wojciechowska,72 282 59 08,AnastazjaWojciechowska@gustr.com,76774819199,04/12/17,SUP53V,Dress,170
ul. Poprzeczna 47,Kraków,30-649,Seweryna,Adamska,72 217 89 61,SewerynaAdamska@einrot.com,73269301199,12/10/19,5NBJ3E,T-shirt,62
ul. Niemeńska 117,Białystok,15-161,Teodozja,Czarnecka,88 501 88 04,TeodozjaCzarnecka@armyspy.com,25990447399,24/08/18,CBLSY7,Skirt,107
Al. Spółdzielczości Pracy 60,Lublin,20-160,Wojtek,Woźniak,53 478 47 10,WojtekWozniak@superrito.com,59366344999,04/10/18,56CE6R,Dress,181
ul. Na Górkach 57,Kraków,30-246,Sulisław,Pawłowski,67 119 78 14,SulislawPawlowski@gustr.com,97519139599,08/11/19,AH893S,Sweater,48
ul. Mickiewicza Adama 117,Szczecin,71-140,Mieczysława,Jabłońska,79 325 97 50,MieczyslawaJablonska@armyspy.com,20585206999,19/11/17,Q9YIJ0,T-shirt,53
ul. Ceramiczna 90,Rzeszów,35-213,Sylwia,Gorska,78 335 19 90,SylwiaGorska@cuvox.de,24851107399,26/06/18,TFQ7X6,Sunglasses,108
ul. Ubocze 118,Gdańsk,80-052,Maurycy,Wiśniewski,78 765 54 26,MaurycyWisniewski@einrot.com,2458040399,02/04/17,ZQLNFA,Hoodies,84
ul. Krzyżowa 61,Bytom,41-909,Ziemowit,Majewski,69 543 54 45,ZiemowitMajewski@superrito.com,63211725599,21/01/18,8PDR70,Sunglasses,195
ul. Powstańców Śląskich 93,Wrocław,50-983,Maurycy,Gorski,79 163 68 26,MaurycyGorski@gustr.com,15604585399,29/06/19,WYYBPN,Boots,195
ul. Czereśniowa 5,Kielce,25-104,Konstancja,Zając,79 898 67 90,KonstancjaZajac@cuvox.de,16433432799,07/10/18,HK2ULD,Skirt,127
ul. Zjednoczenia 20,Pawłowice,43-250,Lubomir,Król,69 545 44 25,LubomirKrol@rhyta.com,94662878799,25/11/18,QYO6XG,T-shirt,303
ul. Szkolna 7,Brzeg,49-300,Lechosław,Gorski,67 628 08 04,LechoslawGorski@superrito.com,22961348799,11/04/17,Q8JJG7,Coat,140
ul. Zalewowa 125,Świnoujście,72-605,Piotr,Król,60 417 18 31,PiotrKrol@einrot.com,73953392699,20/09/17,YIUMPZ,Highheels,204
ul. Tansmana Aleksandra 130,Łódź,92-548,Zosia,Dudek,78 307 88 37,ZosiaDudek@superrito.com,16281085799,16/08/19,H3S0OP,Jacket,154
ul. Górecka 49,Poznań,61-424,Czesława,Symanska,67 456 73 41,CzeslawaSymanska@fleckens.hu,6224855099,15/09/18,OCQLF1,Hoodies,272
ul. Paderewskiego Ignacego 120,Zawiercie,42-431,Wit,Dudek,53 662 02 17,WitDudek@jourrapide.com,66565660199,18/08/17,7PAPGX,Hat,263
ul. Biała 63,Biała,09-411,Seweryn,Jabłoński,67 182 34 35,SewerynJablonski@armyspy.com,83703675299,09/05/17,TFQ7X6,Sunglasses,108
ul. Kołobrzeska 5,Olsztyn,10-432,Asia,Rutkowska,78 602 69 23,AsiaRutkowska@dayrep.com,23337270699,28/03/17,VLU0BP,Highheels,182
ul. Michałowskiego 102,Zielona Góra,65-140,Wojciech,Tomaszewski,78 212 07 69,WojciechTomaszewski@superrito.com,34958093599,15/05/18,YREH6Q,Hat,165
ul. Grzonki Stanisława 120,Opole,45-675,Jacek,Gorski,88 180 02 80,JacekGorski@armyspy.com,1586009399,18/10/18,ZQLNFA,Hoodies,84
ul. Bednarska 8,Katowice,40-356,Beata,Kowalska,88 317 24 07,BeataKowalska@teleworm.us,5657652899,17/07/18,Y5NCJE,Skirt,270
ul. Sokolnicza 102,Wrocław,53-676,Adelajda,Sobczak,67 918 86 00,AdelajdaSobczak@einrot.com,27867243499,27/05/19,W2R058,Boots,342
ul. Owsiana 43,Gdynia,81-020,Hanna,Kamińska,60 552 47 18,HannaKaminska@einrot.com,367892399,29/01/18,YY3I7O,Shoes,186
ul. Osowska 126,Gdynia,81-045,Augustyna,Kowalska,72 339 41 35,AugustynaKowalska@einrot.com,71561971499,03/09/17,W145MW,T-shirt,338
ul. Królowej Bony 23,Rzeszów,35-626,Kazimierz,Dudek,69 660 90 74,KazimierzDudek@gustr.com,21685457599,17/07/19,T6IKV1,T-shirt,206
ul. Boczna 105,Gdańsk,80-058,Fryderyk,Jaworski,67 334 30 58,FryderykJaworski@fleckens.hu,2739409699,21/03/19,92VCKB,Hoodies,215
ul. Szarady 124,Łódź,92-605,Salomea,Wieczorek,72 482 75 68,SalomeaWieczorek@einrot.com,99612070699,02/02/19,H3S0OP,Jacket,154
ul. Brzechwy Jana 134,Częstochowa,42-215,Grażyna,Chmielewska,79 372 95 45,GrazynaChmielewska@einrot.com,21865293599,29/09/17,DMWNRA,Boots,131
ul. Himalajska 87,Szczecin,71-497,Antoni,Michalski,78 211 35 12,AntoniMichalski@teleworm.us,98309681599,03/07/17,RWM4XW,T-shirt,156
ul. Korzenna 11,Łódź,91-857,Marcelina,Kowalska,53 874 06 12,MarcelinaKowalska@jourrapide.com,57738133599,26/01/19,RNAYBG,T-shirt,252
ul. Portowa 17,Gdynia,81-350,Ela,Jasińska,66 149 49 61,ElaJasinska@jourrapide.com,93415084099,26/03/18,3S32FP,Boots,66
ul. Nowowiejska 88,Opole,45-460,Klaudia,Pawłowska,66 152 37 71,KlaudiaPawlowska@superrito.com,60356295499,22/02/19,5NZLFF,Gloves,173
ul. Grunwaldzka 77,Świętochłowice,41-600,Albina,Pawlak,88 190 85 95,AlbinaPawlak@jourrapide.com,78471364599,18/01/17,6Q8N3D,Highheels,256
ul. Dąbrowskiego 78,Tczew,83-100,Radosława,Wiśniewska,60 382 21 09,RadoslawaWisniewska@teleworm.us,12421136499,28/12/19,CCEF12,Shoes,119
Al. Słowackiego Juliusza 34,Kraków,30-018,Jerzy,Tomaszewski,79 623 75 33,JerzyTomaszewski@einrot.com,46461579099,28/12/18,65ZL5E,Gloves,55
ul. Przyleśna 113,Warszawa,04-807,Ludwik,Wojciechowski,79 968 96 19,LudwikWojciechowski@cuvox.de,78880074799,02/04/19,YIUMPZ,Highheels,204
Pl. Kościelny 12,Opole,45-555,Lucyna,Pawłowska,88 981 56 84,LucynaPawlowska@einrot.com,33247478799,17/05/17,DU1VY1,T-shirt,147
ul. Barbary 114,Katowice,40-053,Tadeusz,Rutkowski,69 556 92 47,TadeuszRutkowski@teleworm.us,85968841799,20/03/18,KD8H9E,Jeans,342
ul. Flisaków 70,Jaworzno,43-608,Malwina,Dudek,66 285 48 40,MalwinaDudek@dayrep.com,21347118999,23/02/19,3LVJCT,Dress,245
ul. Lubuska 2,Łódź,93-423,Mieczysława,Kaczmarek,53 974 55 94,MieczyslawaKaczmarek@armyspy.com,80270636099,04/06/17,8RVUTE,T-shirt,39
ul. Generała Kopańskiego Stanisława 56,Szczecin,71-050,Leokadia,Pawłowska,67 167 97 24,LeokadiaPawlowska@fleckens.hu,84935477499,05/11/17,FGVIHN,Shirt,328
ul. Petyhorska 53,Kielce,25-125,Marcelina,Adamczyk,60 972 95 59,MarcelinaAdamczyk@superrito.com,49295169499,29/11/19,87OM5C,Scarf,93
ul. Maków 37,Mysłowice,41-400,Luiza,Adamczyk,72 450 68 19,LuizaAdamczyk@dayrep.com,69250351499,13/07/19,W62NRW,T-shirt,194
ul. Nidzicka 134,Gdańsk,80-110,Borys,Kowalski,67 899 54 82,BorysKowalski@einrot.com,39273048599,09/07/17,FP188H,T-shirt,348
ul. Powstańców 51,Siemianowice Śląskie,41-100,Malina,Piotrowska,67 339 02 47,MalinaPiotrowska@einrot.com,93769343199,24/01/17,WEC1FS,T-shirt,168
ul. Łukasińskiego Waleriana 2,Szczecin,71-215,Walery,Borkowski,69 908 33 39,WaleryBorkowski@gustr.com,82913971599,08/12/17,NGK7QU,Jeans,85
ul. Astronautów 89,Białystok,15-686,Barbara,Wiśniewska,53 636 24 30,BarbaraWisniewska@einrot.com,18320225599,26/02/17,N26POH,Swimsuit,56
ul. Hermanowska 71,Wrocław,54-314,Barbara,Dąbrowski,72 445 87 89,BarbaraDabrowski@dayrep.com,57559683999,05/11/18,XWP53Y,Gloves,213
ul. Zdrojowa 75,Gdańsk,80-515,Bazyli,Duda,69 783 59 04,BazyliDuda@teleworm.us,37435151599,09/07/17,EHAG7J,Jeans,157
ul. Boczna 118,Mikołów,43-190,Apolonia,Kwiatkowska,60 116 11 53,ApoloniaKwiatkowska@gustr.com,68707645799,04/05/19,B0B0V8,Boots,216
ul. Nizinna 70,Opole,45-814,Celestyn,Chmielewski,67 739 12 47,CelestynChmielewski@gustr.com,42680548099,05/04/19,H206Y4,Highheels,143
ul. Dytrycha 37,Katowice,40-317,Zbigniew,Tomaszewski,72 309 44 10,ZbigniewTomaszewski@einrot.com,38932618299,11/02/19,3WFFA6,Bra,171
ul. Błękitna 64,Warszawa,04-663,Szczeosny,Gorski,53 941 42 66,SzczeosnyGorski@rhyta.com,59568206199,09/08/17,QZOTNJ,Shoes,62
ul. Chopina Fryderyka 67,Olsztyn,10-332,Rajmund,Wojciechowski,60 982 43 97,RajmundWojciechowski@einrot.com,47884237599,18/11/19,BYKZ0N,T-shirt,261
ul. Miedziana 101,Warszawa,00-814,Konstancja,Adamczyk,88 153 18 60,KonstancjaAdamczyk@teleworm.us,65389310899,02/09/17,EIA0BC,Sweater,124
ul. Grójecka 85,Warszawa,02-031,Dawid,Duda,60 210 21 41,DawidDuda@fleckens.hu,63988979299,15/04/17,3M55ZM,Jacket,162
ul. Semaforowa 111,Wrocław,50-971,Karol,Borkowski,60 924 19 81,KarolBorkowski@einrot.com,33859105999,23/11/18,9ZTBGU,T-shirt,190
ul. Dubiela Pawła 131,Zabrze,41-800,Lucyna,Grabowska,53 764 83 48,LucynaGrabowska@gustr.com,57559343499,18/09/18,AOU4OZ,Sunglasses,147
ul. Traktorowa 142,Łódź,91-129,Dobrosława,Gorska,53 901 23 37,DobroslawaGorska@dayrep.com,4773070399,07/10/18,AOU4OZ,Sunglasses,147
ul. Baciaczki 88,Białystok,15-695,Józef,Rutkowski,51 577 10 89,JozefRutkowski@dayrep.com,16799100699,11/03/17,6SIVXO,Dress,274
ul. Sumowa 80,Łódź,94-112,Nadzieja,Sawicka,72 811 95 46,NadziejaSawicka@cuvox.de,37950183299,21/04/19,PXHTXY,Longcoat,183
ul. Dębowa 129,Ruda Śląska,41-710,Mikolaj,Piotrowski,67 346 25 38,MikolajPiotrowski@fleckens.hu,99335594899,17/12/17,NUCXRO,Shoes,142
ul. Roztocka 43,Warszawa,04-189,Małgorzata,Dąbrowski,66 269 24 45,MalgorzataDabrowski@teleworm.us,96672267699,06/01/17,HUD1MR,Dress,333
ul. Kościuszkowców 149,Koszalin,75-359,Natasza,Zając,79 470 14 36,NataszaZajac@einrot.com,9624742999,29/03/18,6PY52D,Jacket,336
ul. Powstańców Warszawskich 88,Gdańsk,80-170,Wioletta,Nowakowska,67 347 19 02,WiolettaNowakowska@rhyta.com,62675239699,24/08/19,N4974G,Jeans,65
ul. Wańkowicza 146,Olsztyn,10-953,Jadzia,Grabowska,78 264 93 49,JadziaGrabowska@armyspy.com,90908193499,09/06/19,CCARW1,Jacket,245
ul. Skrzypowa 101,Gdynia,81-589,Halina,Jabłońska,60 293 83 55,HalinaJablonska@jourrapide.com,Customer - ID,Transaction - Date,Transaction - Product,Transaction - Category,Transaction - value
ul. Świętego Wojciecha 24,Barcin,88-193,Świętomierz,Kwiatkowski,69 975 87 11,SwietomierzKwiatkowski@superrito.com,61828654399,01/08/17,E9XNDI,T-shirt,242
ul. Księdza Ściegiennego Piotra 112,Kraków,30-830,Eliasz,Maciejewski,67 606 33 40,EliaszMaciejewski@dayrep.com,39364520499,30/10/19,4H4VJ2,Jacket,346
ul. Królowej Jadwigi 51,Giżycko,11-508,Rościsława,Pawłowska,51 413 42 09,RoscislawaPawlowska@rhyta.com,70842093999,06/03/19,W0URMQ,Jeans,332
ul. Morcinka Gustawa 125,Warszawa,01-496,Gabrjel,Wysocki,78 814 62 19,GabrjelWysocki@gustr.com,49481057699,27/01/19,E9XNDI,T-shirt,242
ul. Badury Jerzego 72,Wrocław,51-507,Krystyn,Tomaszewski,88 540 67 82,KrystynTomaszewski@gustr.com,22614388399,07/06/18,KGT062,Leatherjackets,124
ul. Na Zboczu 130,Gdańsk,80-110,Walentyna,Kucharska,66 831 59 16,WalentynaKucharska@superrito.com,15680698099,14/12/19,JM99DI,Poloshirt,46
ul. Koło 38,Rzeszów,35-312,Kasia,Chmielewska,67 518 71 65,KasiaChmielewska@fleckens.hu,82203345399,18/06/18,533N6N,Shoes,104
ul. Laryszowska 96,Tarnowskie Góry,42-680,Kornelia,Jabłońska,66 339 86 50,KorneliaJablonska@einrot.com,43861767699,16/01/17,O5CT2M,Highheels,115
ul. Dzielna 104,Warszawa,00-162,Krystyn,Adamczyk,69 629 84 77,KrystynAdamczyk@armyspy.com,62347420599,23/03/19,W30HX8,Dress,249
ul. Wasylewskiego Stanisława 62,Opole,45-771,Wiktoria,Olszewska,51 901 24 89,WiktoriaOlszewska@jourrapide.com,58483258999,18/03/18,52P3TI,Jeans,278
ul. Wiśniowa 69,Katowice,40-861,Henryk,Michalski,79 543 89 03,HenrykMichalski@einrot.com,73467162399,03/01/17,SWKTC4,Sweater,269
ul. Brzeskiej Magdaleny 122,Lublin,20-640,Ania,Czarnecka,51 624 36 60,AniaCzarnecka@armyspy.com,57736729299,17/01/17,MMMXA0,Highheels,85
ul. Czarnieckiego Stefana 108,Poznań,61-538,Jowita,Jasińska,72 443 72 81,JowitaJasinska@teleworm.us,92226698999,27/05/17,1VB35E,Shoes,334
ul. Garbarska 129,Brzeg,49-306,Dyta,Kamińska,60 473 04 46,DytaKaminska@armyspy.com,96508092199,03/06/18,4C4DYL,T-shirt,138
ul. Paderewskiego Ignacego 93,Warszawa,04-450,Gertruda,Piotrowska,72 381 79 94,GertrudaPiotrowska@superrito.com,84644664999,11/08/18,YUPRWQ,Bra,117
ul. Leśna 115,Szczecin,71-821,Kunegunda,Zawadzka,53 507 30 85,KunegundaZawadzka@armyspy.com,95539154699,11/11/17,DFO66Q,Boots,179
ul. Jeża 109,Warszawa,02-798,Katarzyna,Chmielewska,60 610 89 87,KatarzynaChmielewska@teleworm.us,34436213399,12/07/19,1JPHEQ,Hat,83
ul. Nefrytowa 109,Warszawa,03-680,Jarogniew,Majewski,79 647 11 18,JarogniewMajewski@dayrep.com,53775095799,25/05/18,98TSJ9,Shoes,257
ul. Główna 98,Lublin,20-829,Mieczysław,Jaworski,79 516 81 15,MieczyslawJaworski@gustr.com,66908126699,07/12/19,WCKDG0,Shoes,270
ul. 27 Lipca 65,Białystok,15-147,Albina,Majewska,67 439 10 86,AlbinaMajewska@armyspy.com,31475247699,09/01/19,YREH6Q,Hat,165
ul. Lutomierska 45,Łódź,91-048,Franciszka,Zielinska,69 926 62 07,FranciszkaZielinska@einrot.com,17222671999,09/10/17,GVEAE8,Dress,176
ul. Górna 128,Opole,45-403,Danuta,Ostrowska,72 830 91 34,DanutaOstrowska@einrot.com,47582571999,30/12/19,5LCFK5,Shoes,325
ul. Mieszka I Raciborskiego 81,Racibórz,47-400,Hajnrich,Nowakowski,51 784 91 33,HajnrichNowakowski@dayrep.com,23765684499,21/06/19,85TNG7,Sunglasses,133
ul. Gałczyńskiego Konstantego Ildefonsa 38,Wrocław,52-214,Nikifor,Sobczak,88 247 42 40,NikiforSobczak@fleckens.hu,57309996899,08/11/19,M75W38,Coat,128
ul. Jasień 65,Łódź,93-562,Wincenty,Kalinowski,51 700 35 22,WincentyKalinowski@superrito.com,20914305699,04/01/18,FKHS91,Dress,78
ul. Wrotkowska 83,Lublin,20-469,Marian,Wieczorek,67 800 72 44,MarianWieczorek@superrito.com,14626820199,24/02/17,5NZLFF,Gloves,173
ul. Dożynkowa 57,Warszawa,02-602,Jadwiga,Kozłowska,69 681 30 92,JadwigaKozlowska@superrito.com,6272338699,18/06/18,DXNUCB,Bra,243
ul. Majora pilota Michałowskiego Jana 145,Białystok,15-326,Kasia,Jasińska,72 973 52 60,KasiaJasinska@cuvox.de,818654699,09/11/17,6Q8N3D,Highheels,256
ul. Ćwiklińskiej Mieczysławy 139,Jaworzno,43-607,Wioletta,Kamińska,69 703 05 00,WiolettaKaminska@gustr.com,88297590899,22/06/18,899N3F,Poloshirt,222
ul. Rzeczna 92,Kielce,25-039,Maciej,Pawłowski,88 172 68 05,MaciejPawlowski@armyspy.com,22795037399,03/02/19,MB7SHL,T-shirt,226
ul. Łuczan 68,Wrocław,52-339,Gabriela,Kwiatkowska,53 318 98 31,GabrielaKwiatkowska@rhyta.com,55518895899,25/06/17,0G12T3,T-shirt,116
ul. Beniowskiego Maurycego 76,Łódź,93-305,Asia,Adamczyk,53 607 09 52,AsiaAdamczyk@superrito.com,7254549099,06/07/17,XC6OT9,Jacket,64
ul. Mazowiecka 139,Jastrzębie-Zdrój,44-335,Julitta,Wojciechowska,79 501 66 44,JulittaWojciechowska@teleworm.us,11392385599,25/01/19,SQXP2G,Hoodies,192
ul. Wesołowskiego Jana 20,Wrocław,52-128,Wera,Nowakowska,60 473 21 22,WeraNowakowska@rhyta.com,63980243099,27/03/17,4OFRST,Sunglasses,240
ul. Głubczycka 119,Warszawa,02-424,Amadej,Piotrowski,72 998 73 39,AmadejPiotrowski@armyspy.com,11860022199,17/09/17,LPSQPD,Scarf,242
Al. Bohaterów Warszawy 117,Szczecin,70-343,Izolda,Woźniak,67 248 56 11,IzoldaWozniak@fleckens.hu,49978695599,09/08/18,RU5YUD,Sweater,311
ul. Niemodlińska 33,Warszawa,04-705,Ksenia,Jabłońska,53 249 70 83,KseniaJablonska@fleckens.hu,45678415899,24/12/17,UOIFB0,T-shirt,253
ul. Stajenna 101,Wrocław,53-010,Wielisław,Król,51 174 04 57,WielislawKrol@gustr.com,66534553699,07/06/19,N2FP12,Dress,258
ul. Kolejowa 54,Brzeg Dolny,56-120,Sylwia,Czarnecka,66 692 16 38,SylwiaCzarnecka@jourrapide.com,10997941499,11/01/19,CO1LV9,T-shirt,237
ul. Królowej Bony 31,Kraków,31-836,Izolda,Kucharska,67 417 30 02,IzoldaKucharska@gustr.com,81843602299,26/03/18,Q47DLB,Coat,214
ul. Bielska 36,Bydgoszcz,85-689,Marcelina,Zawadzka,88 435 31 28,MarcelinaZawadzka@fleckens.hu,86864664199,10/08/18,H5H5T8,Dress,281
ul. Hauke Bosaka Józefa 40,Lublin,20-737,Idzi,Gorski,67 602 68 47,IdziGorski@armyspy.com,26238377899,25/06/17,CNZ8IQ,T-shirt,122
ul. Moskule 144,Łódź,91-530,Iwona,Zielinska,60 367 43 12,IwonaZielinska@cuvox.de,62595603799,06/07/19,NQNB86,Dress,300
ul. Zwycięstwa 77,Koszalin,75-613,Korneliusz,Symanski,67 566 62 30,KorneliuszSymanski@einrot.com,30202451299,05/11/17,CXKRAW,Sunglasses,343
ul. Kozietulskiego Jana Leona 71,Szczecin,71-206,Patrycja,Piotrowska,67 196 55 63,PatrycjaPiotrowska@einrot.com,50451914199,28/01/19,BEFCRO,Jacket,44
ul. Ułańska 135,Miedźno,42-120,Cezar,Ostrowski,69 822 03 01,CezarOstrowski@rhyta.com,87361933699,10/09/19,P2MTBX,Hoodies,330
ul. Gliniana 106,Lublin,20-616,Sławomira,Walczak,78 735 60 90,SlawomiraWalczak@cuvox.de,27844381199,02/08/18,SH3XQ9,Sweater,165
ul. Różana 31,Gdańsk,80-837,Joasia,Kalinowska,67 938 55 20,JoasiaKalinowska@dayrep.com,94878692299,19/09/19,ULMOCE,Jacket,161
ul. Potokowa 8,Zielona Góra,65-153,Ludwik,Pawłowski,51 286 49 02,LudwikPawlowski@teleworm.us,33300725999,14/09/18,5NZLFF,Gloves,173
ul. Zielna 8,Łódź,91-836,Brygida,Piotrowska,53 197 46 06,BrygidaPiotrowska@teleworm.us,4729158899,05/03/18,UE8BLA,Jacket,100
ul. Szczepanowska 83,Wrocław,54-015,Cezar,Pawłowski,60 721 88 06,CezarPawlowski@gustr.com,70891890499,22/01/17,951N9C,Dress,155
ul. I Brygady 22,Gdańsk,80-180,Wiga,Duda,67 937 15 23,WigaDuda@dayrep.com,98708368699,28/08/17,FX0FAV,T-shirt,166
ul. Handlowa 117,Białystok,15-399,Łucja,Sobczak,78 958 39 81,LucjaSobczak@cuvox.de,11758007699,30/12/19,QKDMA7,T-shirt,199
Al. Marszałka Piłsudskiego 120,Gdynia,81-378,Lechosława,Wojciechowska,78 301 75 12,LechoslawaWojciechowska@teleworm.us,48354329799,04/05/19,UOIFB0,T-shirt,253
ul. Rabatowa 78,Szczecin,71-804,Ludwika,Kaczmarek,79 455 63 00,LudwikaKaczmarek@cuvox.de,91262986299,07/04/17,6TH4LH,Shoes,82
ul. Przy Kuźni 28,Kraków,30-689,Kaja,Pawlak,78 681 60 09,KajaPawlak@dayrep.com,48275135299,05/07/17,3S32FP,Boots,66
ul. Kwiatowa 101,Wrocław,51-120,Izolda,Kaczmarek,78 302 45 78,IzoldaKaczmarek@jourrapide.com,71560287999,16/03/19,K3BCYN,Jeans,262
ul. Dojazd Staroniwa 136,Rzeszów,35-011,Beatrycze,Borkowska,78 197 22 59,BeatryczeBorkowska@gustr.com,46399609199,28/01/19,ZF4Z5S,T-shirt,80
ul. Nad Stawem 31,Łódź,93-647,Joasia,Wieczorek,51 515 38 74,JoasiaWieczorek@jourrapide.com,35440045099,26/09/19,NGK7QU,Jeans,85
ul. Klubowa 55,Warszawa,02-847,Gustaw,Jaworski,67 749 58 88,GustawJaworski@teleworm.us,23877106699,17/01/18,MIMVJJ,Sweater,254
ul. Grabiszyńska 38,Wrocław,53-439,Nikodem,Rutkowski,78 254 31 47,NikodemRutkowski@fleckens.hu,67628235199,01/12/19,UA3Y1B,T-shirt,68
ul. Bożeny 6,Poznań,61-054,Walery,Kalinowski,60 202 90 89,WaleryKalinowski@fleckens.hu,58760275599,26/04/17,B0B0V8,Boots,216
ul. Szlachetna 84,Łódź,94-290,Wioletta,Czerwinska,78 945 84 46,WiolettaCzerwinska@gustr.com,13647161199,23/09/17,SXZQCC,Poloshirt,254
ul. Łucznicza 38,Łódź,94-234,Augustyna,Kwiatkowska,51 539 00 24,AugustynaKwiatkowska@fleckens.hu,1701348499,09/02/18,Y4WKHE,Dress,152
ul. Gorkiego 18,Łódź,92-522,Bogumiła,Michalska,69 117 75 75,BogumilaMichalska@einrot.com,21556567999,24/06/17,YIUMPZ,Highheels,204
ul. Odległa 17,Lublin,20-442,Irenka,Król,88 567 07 09,IrenkaKrol@superrito.com,90355335099,22/02/17,U5P3MX,T-shirt,193
ul. Filipowicza Juliana 78,Wrocław,52-208,Metody,Dąbrowski,51 705 41 12,MetodyDabrowski@fleckens.hu,50220792099,25/10/17,AHZHET,Highheels,120
ul. Słupska 39,Katowice,40-716,Edyta,Kaczmarek,78 293 28 92,EdytaKaczmarek@dayrep.com,99963472899,11/07/18,9DTVW6,T-shirt,42
ul. Spacerowa 147,Łódź,91-826,Apolinary,Wiśniewski,69 810 62 96,ApolinaryWisniewski@fleckens.hu,76959483999,16/07/19,8RVUTE,T-shirt,39
ul. Wąsowskiego Józefa 110,Szczecin,71-214,Wiesław,Maciejewski,88 257 81 28,WieslawMaciejewski@gustr.com,74986216699,04/11/18,BGU2P0,Dress,52
ul. Agrestowa 147,Bydgoszcz,85-485,Dyta,Grabowska,51 753 71 42,DytaGrabowska@teleworm.us,86724554699,03/08/17,0U2EV6,Highheels,122
ul. Mickiewicza Adama 146,Jastrzębie-Zdrój,44-330,Kuba,Czarnecki,53 561 75 08,KubaCzarnecki@gustr.com,95871616999,30/06/17,X2V6QY,Jacket,313
ul. Zemborzycka 120,Poznań,61-334,Bronisława,Dąbrowski,78 491 14 12,BronislawaDabrowski@jourrapide.com,86551518399,29/05/19,UTWT54,T-shirt,292
ul. Waligórskiego Andrzeja 122,Kraków,31-999,Tytus,Jaworski,60 861 13 04,TytusJaworski@cuvox.de,42302685899,15/12/17,X2V6QY,Jacket,313
ul. Dobrzyckiego Mikołaja 109,Poznań,61-692,Radzimierz,Kozłowski,53 303 81 44,RadzimierzKozlowski@superrito.com,7573352999,26/12/18,Q6HIAC,Jeans,293
ul. Generała Zygmunta Sadowskiego 45,Szczecin,71-213,Serafin,Adamski,60 653 78 05,SerafinAdamski@fleckens.hu,95943128199,28/11/18,XA167N,T-shirt,273
ul. Złoty Róg 3,Warszawa,02-853,Oliwia,Nowak,53 772 43 90,OliwiaNowak@fleckens.hu,21663258799,22/06/18,D1O05L,Dress,197
ul. Dygasińskiego Adolfa 34,Gdańsk,80-456,Weronika,Dudek,53 956 16 60,WeronikaDudek@jourrapide.com,30639090699,20/08/17,KEEUI5,Jacket,222
ul. Jodowa 46,Łódź,91-504,Zuzanna,Kucharska,53 536 11 87,ZuzannaKucharska@dayrep.com,23870309799,23/06/18,CXKRRN,Dress,344
Al. Niepodległości 42,Sopot,81-838,Borys,Nowak,88 501 41 03,BorysNowak@einrot.com,91837893999,05/08/18,QGF4A7,Jacket,276
ul. Powstańców Śląskich 82,Paniówki,44-177,Radosława,Dudek,66 689 37 83,RadoslawaDudek@fleckens.hu,40334747999,12/08/17,I8HRWJ,Dress,337
ul. Bawełniana 130,Warszawa,01-487,Klaudia,Adamska,51 452 39 77,KlaudiaAdamska@einrot.com,26797782599,02/09/17,2T258E,Sweater,311
